Dip dir,Dip,Head,Tail,Lag distance,X,Y,Z,Average distance,Spatial function value,Spatial function type,Mean head,Mean tail,Variance head,Variance tail,Number of pairs,Dir ID,Lag
215.0,-35.0,Primary,Primary,40.0,-18.793852309817265,-26.840402960216206,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,207,10.0
225.0,-35.0,Primary,Primary,0.0,-0.0,-0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,208,0.0
225.0,-35.0,Primary,Primary,2.0,-1.1584559260470693,-1.1584559364436111,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,208,0.5
225.0,-35.0,Primary,Primary,4.0,-2.3169118520941385,-2.3169118728872222,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,208,1.0
225.0,-35.0,Primary,Primary,8.0,-4.633823704188277,-4.6338237457744444,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,208,2.0
225.0,-35.0,Primary,Primary,12.0,-6.950735556282416,-6.950735618661667,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,208,3.0
225.0,-35.0,Primary,Primary,16.0,-9.267647408376554,-9.267647491548889,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,208,4.0
225.0,-35.0,Primary,Primary,20.0,-11.584559260470693,-11.58455936443611,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,208,5.0
225.0,-35.0,Primary,Primary,24.0,-13.901471112564831,-13.901471237323333,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,208,6.0
225.0,-35.0,Primary,Primary,28.0,-16.21838296465897,-16.218383110210556,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,208,7.0
225.0,-35.0,Primary,Primary,32.0,-18.535294816753108,-18.535294983097778,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,208,8.0
225.0,-35.0,Primary,Primary,36.0,-20.852206668847245,-20.852206855985,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,208,9.0
225.0,-35.0,Primary,Primary,40.0,-23.169118520941385,-23.16911872887222,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,208,10.0
235.0,-35.0,Primary,Primary,0.0,-0.0,-0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,209,0.0
235.0,-35.0,Primary,Primary,2.0,-1.342020139577556,-0.9396926275347989,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,209,0.5
235.0,-35.0,Primary,Primary,4.0,-2.684040279155112,-1.8793852550695977,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,209,1.0
235.0,-35.0,Primary,Primary,8.0,-5.368080558310224,-3.7587705101391955,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,209,2.0
235.0,-35.0,Primary,Primary,12.0,-8.052120837465335,-5.6381557652087935,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,209,3.0
235.0,-35.0,Primary,Primary,16.0,-10.736161116620448,-7.517541020278391,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,209,4.0
235.0,-35.0,Primary,Primary,20.0,-13.42020139577556,-9.396926275347989,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,209,5.0
235.0,-35.0,Primary,Primary,24.0,-16.10424167493067,-11.276311530417587,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,209,6.0
235.0,-35.0,Primary,Primary,28.0,-18.788281954085782,-13.155696785487184,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,209,7.0
235.0,-35.0,Primary,Primary,32.0,-21.472322233240895,-15.035082040556782,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,209,8.0
235.0,-35.0,Primary,Primary,36.0,-24.156362512396008,-16.91446729562638,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,209,9.0
235.0,-35.0,Primary,Primary,40.0,-26.84040279155112,-18.793852550695977,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,209,10.0
245.0,-35.0,Primary,Primary,0.0,-0.0,-0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,210,0.0
245.0,-35.0,Primary,Primary,2.0,-1.4848077503548867,-0.6923772337108414,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,210,0.5
245.0,-35.0,Primary,Primary,4.0,-2.9696155007097733,-1.3847544674216827,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,210,1.0
245.0,-35.0,Primary,Primary,8.0,-5.939231001419547,-2.7695089348433655,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,210,2.0
245.0,-35.0,Primary,Primary,12.0,-8.90884650212932,-4.154263402265048,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,210,3.0
245.0,-35.0,Primary,Primary,16.0,-11.878462002839093,-5.539017869686731,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,210,4.0
245.0,-35.0,Primary,Primary,20.0,-14.848077503548867,-6.923772337108414,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,210,5.0
245.0,-35.0,Primary,Primary,24.0,-17.81769300425864,-8.308526804530096,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,210,6.0
245.0,-35.0,Primary,Primary,28.0,-20.787308504968415,-9.69328127195178,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,210,7.0
245.0,-35.0,Primary,Primary,32.0,-23.756924005678187,-11.078035739373462,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,210,8.0
245.0,-35.0,Primary,Primary,36.0,-26.726539506387958,-12.462790206795145,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,210,9.0
245.0,-35.0,Primary,Primary,40.0,-29.696155007097733,-13.847544674216827,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,210,10.0
255.0,-35.0,Primary,Primary,0.0,-0.0,-0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,211,0.0
255.0,-35.0,Primary,Primary,2.0,-1.5824802290895013,-0.4240243080483198,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,211,0.5
255.0,-35.0,Primary,Primary,4.0,-3.1649604581790025,-0.8480486160966396,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,211,1.0
255.0,-35.0,Primary,Primary,8.0,-6.329920916358005,-1.6960972321932792,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,211,2.0
255.0,-35.0,Primary,Primary,12.0,-9.494881374537007,-2.5441458482899186,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,211,3.0
255.0,-35.0,Primary,Primary,16.0,-12.65984183271601,-3.3921944643865585,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,211,4.0
255.0,-35.0,Primary,Primary,20.0,-15.824802290895013,-4.240243080483198,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,211,5.0
255.0,-35.0,Primary,Primary,24.0,-18.989762749074014,-5.088291696579837,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,211,6.0
255.0,-35.0,Primary,Primary,28.0,-22.154723207253017,-5.936340312676477,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,211,7.0
255.0,-35.0,Primary,Primary,32.0,-25.31968366543202,-6.784388928773117,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,211,8.0
255.0,-35.0,Primary,Primary,36.0,-28.484644123611023,-7.632437544869757,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,211,9.0
255.0,-35.0,Primary,Primary,40.0,-31.649604581790026,-8.480486160966397,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,211,10.0
265.0,-35.0,Primary,Primary,0.0,-0.0,-0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,212,0.0
265.0,-35.0,Primary,Primary,2.0,-1.6320698469464712,-0.1427876183817719,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,212,0.5
265.0,-35.0,Primary,Primary,4.0,-3.2641396938929423,-0.2855752367635438,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,212,1.0
265.0,-35.0,Primary,Primary,8.0,-6.528279387785885,-0.5711504735270876,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,212,2.0
265.0,-35.0,Primary,Primary,12.0,-9.792419081678826,-0.8567257102906314,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,212,3.0
265.0,-35.0,Primary,Primary,16.0,-13.05655877557177,-1.1423009470541752,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,212,4.0
265.0,-35.0,Primary,Primary,20.0,-16.320698469464713,-1.427876183817719,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,212,5.0
265.0,-35.0,Primary,Primary,24.0,-19.584838163357652,-1.7134514205812628,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,212,6.0
265.0,-35.0,Primary,Primary,28.0,-22.848977857250595,-1.9990266573448066,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,212,7.0
265.0,-35.0,Primary,Primary,32.0,-26.11311755114354,-2.2846018941083504,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,212,8.0
265.0,-35.0,Primary,Primary,36.0,-29.377257245036482,-2.570177130871894,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,212,9.0
265.0,-35.0,Primary,Primary,40.0,-32.641396938929425,-2.855752367635438,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,212,10.0
275.0,-35.0,Primary,Primary,0.0,-0.0,0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,213,0.0
275.0,-35.0,Primary,Primary,2.0,-1.6320698484842049,0.1427876008053937,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,213,0.5
275.0,-35.0,Primary,Primary,4.0,-3.2641396969684098,0.2855752016107874,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,213,1.0
275.0,-35.0,Primary,Primary,8.0,-6.5282793939368196,0.5711504032215748,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,213,2.0
275.0,-35.0,Primary,Primary,12.0,-9.792419090905229,0.8567256048323623,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,213,3.0
275.0,-35.0,Primary,Primary,16.0,-13.056558787873639,1.1423008064431497,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,213,4.0
275.0,-35.0,Primary,Primary,20.0,-16.320698484842048,1.427876008053937,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,213,5.0
275.0,-35.0,Primary,Primary,24.0,-19.584838181810458,1.7134512096647245,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,213,6.0
275.0,-35.0,Primary,Primary,28.0,-22.848977878778868,1.999026411275512,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,213,7.0
275.0,-35.0,Primary,Primary,32.0,-26.113117575747278,2.2846016128862994,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,213,8.0
275.0,-35.0,Primary,Primary,36.0,-29.37725727271569,2.5701768144970867,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,213,9.0
275.0,-35.0,Primary,Primary,40.0,-32.641396969684095,2.855752016107874,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,213,10.0
285.0,-35.0,Primary,Primary,0.0,-0.0,0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,214,0.0
285.0,-35.0,Primary,Primary,2.0,-1.5824802336559793,0.424024291005991,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,214,0.5
285.0,-35.0,Primary,Primary,4.0,-3.1649604673119587,0.848048582011982,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,214,1.0
285.0,-35.0,Primary,Primary,8.0,-6.329920934623917,1.696097164023964,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,214,2.0
285.0,-35.0,Primary,Primary,12.0,-9.494881401935876,2.544145746035946,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,214,3.0
285.0,-35.0,Primary,Primary,16.0,-12.659841869247835,3.392194328047928,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,214,4.0
285.0,-35.0,Primary,Primary,20.0,-15.824802336559793,4.2402429100599095,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,214,5.0
285.0,-35.0,Primary,Primary,24.0,-18.989762803871752,5.088291492071892,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,214,6.0
285.0,-35.0,Primary,Primary,28.0,-22.154723271183713,5.936340074083874,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,214,7.0
285.0,-35.0,Primary,Primary,32.0,-25.31968373849567,6.784388656095856,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,214,8.0
285.0,-35.0,Primary,Primary,36.0,-28.484644205807626,7.632437238107838,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,214,9.0
285.0,-35.0,Primary,Primary,40.0,-31.649604673119587,8.480485820119819,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,214,10.0
295.0,-35.0,Primary,Primary,0.0,-0.0,0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,215,0.0
295.0,-35.0,Primary,Primary,2.0,-1.4848077578113592,0.6923772177203844,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,215,0.5
295.0,-35.0,Primary,Primary,4.0,-2.9696155156227184,1.3847544354407688,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,215,1.0
295.0,-35.0,Primary,Primary,8.0,-5.939231031245437,2.7695088708815376,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,215,2.0
295.0,-35.0,Primary,Primary,12.0,-8.908846546868155,4.1542633063223064,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,215,3.0
295.0,-35.0,Primary,Primary,16.0,-11.878462062490874,5.539017741763075,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,215,4.0
295.0,-35.0,Primary,Primary,20.0,-14.848077578113593,6.923772177203844,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,215,5.0
295.0,-35.0,Primary,Primary,24.0,-17.81769309373631,8.308526612644613,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,215,6.0
295.0,-35.0,Primary,Primary,28.0,-20.78730860935903,9.693281048085382,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,215,7.0
295.0,-35.0,Primary,Primary,32.0,-23.756924124981747,11.07803548352615,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,215,8.0
295.0,-35.0,Primary,Primary,36.0,-26.726539640604464,12.46278991896692,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,215,9.0
295.0,-35.0,Primary,Primary,40.0,-29.696155156227185,13.847544354407688,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,215,10.0
305.0,-35.0,Primary,Primary,0.0,-0.0,0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,216,0.0
305.0,-35.0,Primary,Primary,2.0,-1.3420201496974615,0.9396926130820757,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,216,0.5
305.0,-35.0,Primary,Primary,4.0,-2.684040299394923,1.8793852261641515,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,216,1.0
305.0,-35.0,Primary,Primary,8.0,-5.368080598789846,3.758770452328303,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,216,2.0
305.0,-35.0,Primary,Primary,12.0,-8.05212089818477,5.6381556784924545,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,216,3.0
305.0,-35.0,Primary,Primary,16.0,-10.736161197579692,7.517540904656606,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,216,4.0
305.0,-35.0,Primary,Primary,20.0,-13.420201496974615,9.396926130820757,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,216,5.0
305.0,-35.0,Primary,Primary,24.0,-16.10424179636954,11.276311356984909,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,216,6.0
305.0,-35.0,Primary,Primary,28.0,-18.788282095764462,13.15569658314906,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,216,7.0
305.0,-35.0,Primary,Primary,32.0,-21.472322395159384,15.035081809313212,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,216,8.0
305.0,-35.0,Primary,Primary,36.0,-24.156362694554307,16.914467035477365,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,216,9.0
305.0,-35.0,Primary,Primary,40.0,-26.84040299394923,18.793852261641515,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,216,10.0
315.0,-35.0,Primary,Primary,0.0,-0.0,0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,217,0.0
315.0,-35.0,Primary,Primary,2.0,-1.1584559385229198,1.1584559239677605,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,217,0.5
315.0,-35.0,Primary,Primary,4.0,-2.3169118770458397,2.316911847935521,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,217,1.0
315.0,-35.0,Primary,Primary,8.0,-4.633823754091679,4.633823695871042,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,217,2.0
315.0,-35.0,Primary,Primary,12.0,-6.950735631137519,6.950735543806563,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,217,3.0
315.0,-35.0,Primary,Primary,16.0,-9.267647508183359,9.267647391742084,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,217,4.0
315.0,-35.0,Primary,Primary,20.0,-11.584559385229198,11.584559239677606,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,217,5.0
315.0,-35.0,Primary,Primary,24.0,-13.901471262275038,13.901471087613126,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,217,6.0
315.0,-35.0,Primary,Primary,28.0,-16.218383139320878,16.218382935548647,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,217,7.0
315.0,-35.0,Primary,Primary,32.0,-18.535295016366717,18.53529478348417,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,217,8.0
315.0,-35.0,Primary,Primary,36.0,-20.852206893412557,20.85220663141969,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,217,9.0
315.0,-35.0,Primary,Primary,40.0,-23.169118770458397,23.169118479355213,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,217,10.0
325.0,-35.0,Primary,Primary,0.0,-0.0,0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,218,0.0
325.0,-35.0,Primary,Primary,2.0,-0.9396926299435863,1.3420201378909047,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,218,0.5
325.0,-35.0,Primary,Primary,4.0,-1.8793852598871725,2.6840402757818094,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,218,1.0
325.0,-35.0,Primary,Primary,8.0,-3.758770519774345,5.368080551563619,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,218,2.0
325.0,-35.0,Primary,Primary,12.0,-5.638155779661518,8.052120827345428,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,218,3.0
325.0,-35.0,Primary,Primary,16.0,-7.51754103954869,10.736161103127237,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,218,4.0
325.0,-35.0,Primary,Primary,20.0,-9.396926299435863,13.420201378909047,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,218,5.0
325.0,-35.0,Primary,Primary,24.0,-11.276311559323036,16.104241654690856,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,218,6.0
325.0,-35.0,Primary,Primary,28.0,-13.155696819210208,18.788281930472664,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,218,7.0
325.0,-35.0,Primary,Primary,32.0,-15.03508207909738,21.472322206254475,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,218,8.0
325.0,-35.0,Primary,Primary,36.0,-16.914467338984554,24.156362482036286,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,218,9.0
325.0,-35.0,Primary,Primary,40.0,-18.793852598871727,26.840402757818094,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,218,10.0
335.0,-35.0,Primary,Primary,0.0,-0.0,0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,219,0.0
335.0,-35.0,Primary,Primary,2.0,-0.6923772363759166,1.4848077491121416,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,219,0.5
335.0,-35.0,Primary,Primary,4.0,-1.3847544727518333,2.9696154982242833,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,219,1.0
335.0,-35.0,Primary,Primary,8.0,-2.7695089455036666,5.939230996448567,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,219,2.0
335.0,-35.0,Primary,Primary,12.0,-4.1542634182555,8.90884649467285,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,219,3.0
335.0,-35.0,Primary,Primary,16.0,-5.539017891007333,11.878461992897133,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,219,4.0
335.0,-35.0,Primary,Primary,20.0,-6.923772363759166,14.848077491121416,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,219,5.0
335.0,-35.0,Primary,Primary,24.0,-8.308526836511,17.8176929893457,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,219,6.0
335.0,-35.0,Primary,Primary,28.0,-9.693281309262833,20.787308487569984,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,219,7.0
335.0,-35.0,Primary,Primary,32.0,-11.078035782014666,23.756923985794266,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,219,8.0
335.0,-35.0,Primary,Primary,36.0,-12.4627902547665,26.72653948401855,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,219,9.0
335.0,-35.0,Primary,Primary,40.0,-13.847544727518333,29.69615498224283,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,219,10.0
345.0,-35.0,Primary,Primary,0.0,-0.0,0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,220,0.0
345.0,-35.0,Primary,Primary,2.0,-0.4240243108887084,1.5824802283284214,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,220,0.5
345.0,-35.0,Primary,Primary,4.0,-0.8480486217774168,3.164960456656843,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,220,1.0
345.0,-35.0,Primary,Primary,8.0,-1.6960972435548336,6.329920913313686,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,220,2.0
345.0,-35.0,Primary,Primary,12.0,-2.5441458653322506,9.494881369970528,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,220,3.0
345.0,-35.0,Primary,Primary,16.0,-3.392194487109667,12.659841826627371,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,220,4.0
345.0,-35.0,Primary,Primary,20.0,-4.240243108887084,15.824802283284214,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,220,5.0
345.0,-35.0,Primary,Primary,24.0,-5.088291730664501,18.989762739941057,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,220,6.0
345.0,-35.0,Primary,Primary,28.0,-5.936340352441918,22.1547231965979,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,220,7.0
345.0,-35.0,Primary,Primary,32.0,-6.784388974219334,25.319683653254742,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,220,8.0
345.0,-35.0,Primary,Primary,36.0,-7.632437595996751,28.484644109911585,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,220,9.0
345.0,-35.0,Primary,Primary,40.0,-8.480486217774168,31.649604566568428,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,220,10.0
355.0,-35.0,Primary,Primary,0.0,-0.0,0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,221,0.0
355.0,-35.0,Primary,Primary,2.0,-0.14278762131116873,1.6320698466901822,-1.1471528715585309,0.0,,4,0.0,0.0,0.0,0.0,0,221,0.5
355.0,-35.0,Primary,Primary,4.0,-0.28557524262233747,3.2641396933803644,-2.2943057431170617,0.0,,4,0.0,0.0,0.0,0.0,0,221,1.0
355.0,-35.0,Primary,Primary,8.0,-0.5711504852446749,6.528279386760729,-4.588611486234123,0.0,,4,0.0,0.0,0.0,0.0,0,221,2.0
355.0,-35.0,Primary,Primary,12.0,-0.8567257278670124,9.792419080141093,-6.882917229351185,0.0,,4,0.0,0.0,0.0,0.0,0,221,3.0
355.0,-35.0,Primary,Primary,16.0,-1.1423009704893499,13.056558773521457,-9.177222972468247,0.0,,4,0.0,0.0,0.0,0.0,0,221,4.0
355.0,-35.0,Primary,Primary,20.0,-1.4278762131116873,16.32069846690182,-11.471528715585308,0.0,,4,0.0,0.0,0.0,0.0,0,221,5.0
355.0,-35.0,Primary,Primary,24.0,-1.7134514557340248,19.584838160282185,-13.76583445870237,0.0,,4,0.0,0.0,0.0,0.0,0,221,6.0
355.0,-35.0,Primary,Primary,28.0,-1.9990266983563623,22.84897785366255,-16.060140201819433,0.0,,4,0.0,0.0,0.0,0.0,0,221,7.0
355.0,-35.0,Primary,Primary,32.0,-2.2846019409786997,26.113117547042915,-18.354445944936494,0.0,,4,0.0,0.0,0.0,0.0,0,221,8.0
355.0,-35.0,Primary,Primary,36.0,-2.570177183601037,29.37725724042328,-20.648751688053554,0.0,,4,0.0,0.0,0.0,0.0,0,221,9.0
355.0,-35.0,Primary,Primary,40.0,-2.8557524262233747,32.64139693380364,-22.943057431170615,0.0,,4,0.0,0.0,0.0,0.0,0,221,10.0
-5.0,-25.0,Primary,Primary,0.0,-0.0,0.0,-0.0,0.0,,4,4.350428571428572,4.350428571428572,44.92428553061225,44.92428553061225,140,222,0.0
-5.0,-25.0,Primary,Primary,2.0,-0.1579798565310006,1.8057180250059166,-0.8452365225776607,0.0,,4,0.0,0.0,0.0,0.0,0,222,0.5
-5.0,-25.0,Primary,Primary,4.0,-0.3159597130620012,3.611436050011833,-1.6904730451553214,0.0,,4,0.0,0.0,0.0,0.0,0,222,1.0
-5.0,-25.0,Primary,Primary,8.0,-0.6319194261240024,7.222872100023666,-3.3809460903106427,0.0,,4,0.0,0.0,0.0,0.0,0,222,2.0
-5.0,-25.0,Primary,Primary,12.0,-0.9478791391860036,10.8343081500355,-5.071419135465964,0.0,,4,0.0,0.0,0.0,0.0,0,222,3.0
-5.0,-25.0,Primary,Primary,16.0,-1.2638388522480049,14.445744200047333,-6.7618921806212855,0.0,,4,0.0,0.0,0.0,0.0,0,222,4.0
