KT3D ESTIMATES WITH:  Clustered 140 primary and secondary data                  
 1.5532850      .75317320    
 1.7043400      .82019790    
 1.3544970      .70632400    
 1.3774510      .63769410    
 1.4957620      .55131200    
 1.6764610      .47203440    
 1.6168010      .43067180    
 2.3400000      .00000000    
 1.5588030      .47214420    
 1.2330230      .56207760    
 1.2149740      .61633600    
 1.1468170      .64257530    
 1.1247590      .64593940    
 .97897620      .61653890    
 .80060990      .55724760    
 .75465850      .48726060    
 .57282290      .45887220    
 .75991740      .52230130    
 .90735700      .60031680    
 1.2663790      .63653800    
 1.7216840      .63393530    
 1.9317490      .62111220    
 2.1082580      .61861440    
 2.0799570      .61146250    
 2.1427660      .58512770    
 2.0204020      .56005590    
 1.9686060      .54362510    
 1.6039100      .51666380    
 1.2977300      .49049940    
 1.2005150      .52329000    
 1.1949880      .53742220    
 1.2108200      .48044540    
 1.3800000      .00000000    
 1.0496990      .50660740    
 .96536400      .62293220    
 1.0336680      .70352170    
 .83980800      .74696640    
 .70697240      .73564010    
 .61023570      .67427050    
 .52506640      .57440450    
 .49367680      .48780690    
 .26980780      .46928860    
 .35526810      .46826260    
 .72737620      .52180280    
 .88535460      .57229630    
 1.0046420      .56910500    
 1.0057100      .49709860    
 .93000010      .00000000    
 1.2096990      .50462090    
 1.3363110      .60881580    
 1.4799790      .68545310    
 1.6207340      .75530580    
 1.2413920      .61365630    
 1.3088080      .55814220    
 1.3533860      .47743370    
 1.3800000      .00000000    
 1.3915050      .41574440    
 1.4888340      .42974430    
 1.5296210      .48148620    
 1.4403170      .55783040    
 1.5516800      .62377740    
 1.6474310      .65839510    
 1.5677860      .65733900    
 1.3911400      .61139380    
 1.1212910      .52835510    
 .97404930      .45968320    
 .80120970      .48459330    
 .70492730      .55472870    
 .64495930      .62917300    
 1.5935650      .67522920    
 1.8580360      .69426410    
 2.1380070      .69256850    
 2.3360560      .67076490    
 2.4497740      .62211490    
 2.5265030      .54373990    
 2.5908110      .47709930    
 2.4678670      .46967200    
 2.1326250      .43761860    
 .79000000      .00000000    
 1.5036800      .46894630    
 1.4602020      .52330340    
 1.3600290      .50408630    
 1.2291370      .47532180    
 1.0570400      .53081360    
 .89458990      .62059530    
 1.0426630      .69660340    
 .84760460      .74700910    
 .77268250      .75100740    
 .43293760      .71176670    
 .38551450      .64853800    
 .43216290      .59034340    
 .35429730      .55746930    
 .63093200      .54942880    
 .97368420      .56614250    
 1.0728120      .58720680    
 1.1380730      .58113940    
 1.1675420      .53386960    
 1.1892090      .48762850    
 1.2219980      .51769600    
 1.3023250      .56350800    
 1.3811000      .60873010    
 1.5180050      .67743270    
 .86925220      .50180150    
 .74714430      .49815480    
 .80950200      .48808430    
 .95242170      .46008550    
 1.0968190      .46670390    
 1.2340200      .45747070    
 1.4398720      .45442010    
 1.8959880      .53042010    
 2.1485460      .60422960    
 2.2469330      .65017150    
 1.9845010      .65334010    
 1.8086780      .60176590    
 1.7337950      .50146690    
 .83999990      .00000000    
 .87015140      .47063900    
 .77383790      .56254120    
 1.1240590      .63587030    
 1.4188550      .69856200    
 1.6486580      .73321950    
 1.9681890      .73476190    
 2.4107480      .70109350    
 2.6241640      .62917270    
 2.8095090      .50848430    
 3.0400000      .00000000    
 3.0668490      .41184160    
 2.9120200      .40620110    
 2.4148540      .42470640    
 2.0320680      .49632500    
 1.7600290      .54627140    
 1.4552120      .54553570    
 1.2457500      .52698120    
 1.0421210      .54292050    
 .87153280      .60569100    
 .94991560      .68215510    
 .87063340      .74089550    
 .84419240      .75606440    
 .52772710      .73404430    
 .29929160E-01  .68957120    
 .25939080      .64110700    
 .65215490      .59708060    
 1.0665420      .56716810    
 1.0585610      .56135570    
 1.3010560      .58074470    
 1.3123210      .59596600    
 1.0513740      .58629420    
 1.2844210      .56421940    
 1.2716160      .54532830    
 1.2193560      .51704310    
 1.2500540      .50468870    
 1.3922680      .58827300    
 .16000010      .00000000    
 .42445520      .47755770    
 .53739440      .53205380    
 .71462600      .54120500    
 .93921330      .52369840    
 1.1450900      .46429460    
 .10999990      .00000000    
 2.6484030      .49041450    
 3.1795970      .57679090    
 3.4174820      .62394800    
 3.1294910      .63648600    
 2.5192740      .60328300    
 2.2254780      .53370800    
 1.4694650      .46938670    
 1.0958910      .48993240    
 .85665760      .54440340    
 .94133510      .61579000    
 1.3188120      .69318740    
 1.5839100      .74352100    
 1.8885020      .75534120    
 2.3559350      .72333360    
 2.6988760      .65378300    
 2.9495050      .55417570    
 3.2643000      .46762020    
 3.5119280      .42706010    
 4.8900000      .00000000    
 3.0344720      .46366540    
 2.4337250      .54650180    
 1.8929360      .58459860    
 1.5546120      .56863140    
 1.0109340      .51640180    
 .78261900      .48716010    
 .85839200      .55662970    
 .88923840      .65206280    
 .82095240      .72270210    
 1.0457300      .74763630    
 .45279800      .73239630    
 .36894360      .68954030    
 .87353160      .64049150    
 .85345660      .58537600    
 1.2791590      .52688460    
 1.4985280      .49065030    
 1.4220560      .53678320    
 1.3381430      .59094430    
 1.2322680      .60973760    
 1.1760290      .59873240    
 1.1273400      .56116240    
 .99624370      .48534050    
 .94000010      .00000000    
 1.3567510      .53403200    
 .39272050      .52177310    
 .31504390      .54764760    
 .44093760      .58723110    
 .69751420      .59548920    
 1.0777220      .57267060    
 1.5802800      .52055910    
 2.4525870      .47554290    
 3.5701750      .50381400    
 4.3435310      .53996900    
 4.5154380      .56400520    
 3.9737450      .58386670    
 3.7291560      .59148130    
 2.6488900      .55760770    
 1.8137770      .51587990    
 1.2549190      .48178900    
 .93342710      .47783150    
 1.1332740      .55943860    
 1.3047400      .66096280    
 1.5052610      .73485300    
 1.7843390      .75824890    
 2.2993610      .73387070    
 2.5041230      .68016330    
 2.9017080      .61384090    
 3.2462040      .55685510    
 3.3757460      .51355310    
 3.4009890      .49363330    
 3.0049940      .54622550    
 2.4770320      .60670540    
 2.0064590      .62613360    
 1.3316390      .59070700    
 .95473740      .50034640    
 .45000000      .00000000    
 .73202190      .51339670    
 1.0838380      .63327070    
 1.2381770      .70790460    
 .68137350      .71927380    
 1.3378900      .69459800    
 1.6915850      .65471730    
 1.3844900      .59058770    
 1.3438520      .54197750    
 1.4904560      .47417610    
 2.1300000      .00000000    
 1.7543090      .49504210    
 1.6171990      .57781730    
 1.4320930      .60765300    
 1.2838400      .60268690    
 1.0242370      .57608840    
 1.0393420      .53226200    
 1.1672970      .51041980    
 1.3733300      .59056500    
 .39620360      .64771120    
 .31022470      .63598550    
 .44335510      .63598350    
 .78386220      .62414410    
 1.3455610      .59847880    
 2.3292030      .57065670    
 3.4448760      .53389540    
 4.6833280      .50964060    
 5.6374270      .48228110    
 5.8265420      .46500170    
 4.8354050      .50255920    
 3.9275350      .54303350    
 2.7320020      .54527220    
 1.8327240      .51004450    
 1.2835390      .44451410    
 1.0200000      .00000000    
 .82809570      .50976580    
 1.3043810      .64203360    
 1.4973160      .72151730    
 1.6508330      .74767630    
 2.0727500      .72658840    
 2.3192270      .68232430    
 2.5633970      .63625190    
 2.8136960      .60537770    
 2.9864270      .59290060    
 3.0183120      .60042090    
 2.7880740      .63054540    
 2.4252550      .66184280    
 2.0418770      .66728920    
 1.4448220      .63079300    
 1.2017560      .56063900    
 .97664540      .50695610    
 1.2671490      .55130110    
 1.5593180      .62394820    
 1.6169610      .67238940    
 1.8330270      .68203460    
 2.5470830      .67366980    
 2.7036590      .57746650    
 2.3328880      .49711760    
 2.2549450      .49098830    
 2.2731610      .48245500    
 2.1342190      .47112830    
 1.8778000      .52634690    
 1.7831570      .57212530    
 1.4837860      .58126070    
 1.3165320      .57291950    
 1.2139850      .57569970    
 1.0469120      .58783630    
 1.2423400      .61603820    
 1.5179150      .67872580    
 .43687190      .73009490    
 .34713410      .69227680    
 .47746830      .65466280    
 .88482510      .61197800    
 1.5602250      .57676470    
 2.7846630      .56607410    
 4.0484870      .53549240    
 5.5391120      .47877340    
 6.9119550      .40009700    
 9.2700000      .00000000    
 5.1682380      .40554050    
 3.7154330      .48293570    
 2.5707780      .51537450    
 1.6899290      .48118870    
 1.0891540      .42324560    
 .86311670      .43496530    
 .70171320      .53040270    
 1.1476350      .63745510    
 1.2904760      .70958450    
 1.4949150      .72768520    
 1.8589630      .69852630    
 2.0779290      .64506130    
 2.2829230      .60366180    
 2.4901660      .60203920    
 2.6242600      .62401720    
 2.6209180      .64975540    
 2.5327150      .67411810    
 2.2980640      .69264970    
 2.0286140      .69365360    
 1.6185980      .67027650    
 1.1500670      .62850940    
 1.6589540      .59506100    
 2.1542170      .59519820    
 2.6288470      .61217380    
 2.6400510      .62990150    
 3.3441930      .66628560    
 3.6938840      .59866740    
 3.9470740      .49491410    
 .56999990      .00000000    
 3.1947110      .43841220    
 2.9814600      .48980040    
 2.5225370      .52450270    
 2.0612990      .55719850    
 2.1243360      .56649920    
 1.6518450      .53041700    
 1.2929310      .49443210    
 1.1783360      .54069220    
 1.2254300      .61229650    
 1.3999180      .67872520    
 1.6809800      .74694280    
 .68576470      .77143960    
 .45227230      .71306100    
 .55996950      .64118810    
 .88493010      .55511520    
 1.5485410      .49377660    
 2.7943220      .51142780    
 4.1595790      .51497130    
 5.7021480      .45065030    
 9.0100000      .00000000    
 8.0300000      .00000000    
 2.5200000      .00000000    
 3.2286590      .44962510    
 2.3649260      .50291880    
 1.4903310      .46612920    
 .46000000      .00000000    
 .75421460      .47042930    
 .79183890      .57020090    
 1.1030230      .65115700    
 1.3339150      .70044560    
 1.4060410      .70187090    
 1.5476600      .65469000    
 1.6878370      .57247300    
 2.0117000      .51110680    
 2.1930450      .54765160    
 2.3054230      .61174640    
 2.3361050      .65196000    
 2.2578480      .67081950    
 2.1678080      .68230470    
 1.8209610      .68784760    
 1.3063430      .68104700    
 1.2138850      .66193340    
 2.1700420      .62191780    
 2.8110390      .58849140    
 3.3538740      .56761230    
 4.0848100      .56108030    
 5.5194380      .57176400    
 5.7421120      .53475930    
 6.4596920      .47229170    
 5.8736870      .40854010    
 5.1649550      .40793280    
 3.9926490      .46373150    
 2.9577770      .52631430    
 2.2326120      .56725080    
 1.7442410      .56327690    
 1.9106790      .49200840    
 1.2100000      .00000000    
 1.4298550      .50926300    
 1.4795810      .62540660    
 1.6257720      .71537520    
 1.8777530      .79163850    
 .82842170      .78941650    
 .89404760      .70801450    
 .79653630      .61414730    
 .94064800      .49644930    
 .65000000      .00000000    
 2.5591570      .47146020    
 3.8057710      .51947800    
 4.9499220      .48841660    
 5.5168180      .40922350    
 3.5600000      .00000000    
 3.6582470      .40386000    
 2.7657750      .48300300    
 2.0444790      .52543470    
 1.3965630      .51346990    
 .94061430      .48700170    
 .92371460      .53726260    
 1.0577060      .60623100    
 1.1608680      .65911020    
 1.3455450      .68726780    
 1.3217760      .67732730    
 1.4883370      .61726060    
 1.5603030      .51003040    
 1.2100000      .00000000    
 1.9373420      .49803480    
 2.1383690      .58612950    
 2.1305590      .62382810    
 2.0858620      .62374740    
 2.0323870      .62133630    
 1.8321070      .64027960    
 1.2105410      .66307400    
 1.4823280      .65205170    
 2.2578820      .60818560    
 3.0740660      .54599030    
 4.1511530      .47414210    
 5.6797630      .47168730    
 7.2412070      .45588000    
 8.5057950      .46475360    
 9.1948320      .43848790    
 9.0149920      .38017300    
 7.9400000      .00000000    
 4.8324880      .40433830    
 3.1345080      .49666490    
 2.2893550      .57054700    
 2.0085740      .57708150    
 1.6704370      .53548880    
 1.9019680      .49858510    
 1.8161010      .55576530    
 1.8390230      .65041850    
 1.9096940      .73775090    
 2.1114730      .81698020    
 .90347420      .79036360    
 .98970540      .69504380    
 1.0013030      .58955090    
 1.0426820      .49581950    
 1.4634570      .45778140    
 2.3779860      .51122080    
 3.3037640      .56340060    
 3.9181890      .56066280    
 4.1014660      .51639790    
 3.7589790      .47848250    
 3.1676800      .49846890    
 2.4832720      .53500590    
 1.8681020      .55996940    
 1.3909920      .56423830    
 1.0014140      .57023240    
 .79281150      .59500440    
 1.0796910      .62599160    
 1.2631480      .64608620    
 1.2921290      .66021840    
 1.5146270      .64446160    
 1.6297640      .59748210    
 1.6660000      .52653490    
 1.7145650      .48178560    
 1.8958470      .52706510    
 2.0190480      .57934800    
 1.8186850      .58302570    
 1.8013230      .54228450    
 1.8094950      .50772290    
 1.6653700      .55847510    
 1.8288270      .61334720    
 1.9742940      .64442990    
 2.7217890      .59945940    
 3.5428160      .50706980    
 1.9800000      .00000000    
 7.3466420      .36602360    
 8.4800000      .00000000    
 10.230730      .38774170    
 11.040650      .39685500    
 18.640000      .00000000    
 8.3400000      .00000000    
 2.5100000      .00000000    
 2.9439040      .47873690    
 2.5305750      .57485650    
 2.0433860      .60549220    
 1.8393550      .59206230    
 2.2769310      .57637350    
 2.2088540      .60003200    
 2.2061500      .66384160    
 2.2560140      .74577270    
 2.4621370      .82294140    
 1.0175240      .78509110    
 .89621730      .67445360    
 .91672270      .55023630    
 1.0526830      .46406420    
 1.3493730      .48719050    
 1.9221420      .55770810    
 2.5042970      .61789180    
 3.0780220      .64050670    
 3.2300040      .62196730    
 3.1403830      .59714290    
 2.7602210      .57320720    
 2.2677100      .55808870    
 1.7469870      .55467330    
 1.3836970      .57100130    
 1.0764790      .59212720    
 1.1045340      .60412430    
 1.2156050      .60179130    
 1.3561630      .59810140    
 1.4997220      .60526570    
 1.7002610      .60068270    
 1.8482450      .56899180    
 1.8535060      .53363980    
 1.9167770      .53188930    
 1.8022260      .56116370    
 1.8085830      .58163350    
 1.7228590      .55708000    
 1.8053750      .47456490    
 1.7100000      .00000000    
 1.9206360      .48181030    
 2.1271880      .57194270    
 2.5210160      .60134010    
 3.0267500      .57468210    
 4.0320920      .50971880    
 5.5380240      .40302490    
 9.4200000      .00000000    
 18.760000      .00000000    
 5.2600000      .00000000    
 8.7768420      .39685500    
 8.7022960      .37836030    
 2.2800000      .00000000    
 3.5854970      .41184260    
 2.3925170      .52589550    
 2.2727200      .59772220    
 2.0303140      .62987760    
 1.9703740      .61643700    
 2.0683910      .58749720    
 2.6025930      .58616120    
 2.6194680      .63974440    
 2.6828130      .72555600    
 2.7043530      .81564480    
 1.0720210      .78130760    
 .94007190      .66259310    
 .89719260      .51631670    
 1.1000000      .00000000    
 1.1564070      .48325600    
 1.5060420      .58738270    
 2.1919340      .66571100    
 2.4710700      .69129760    
 2.6356740      .70333810    
 2.5974660      .66552030    
 2.5399890      .61126600    
 2.1109200      .53659810    
 1.7001710      .48946650    
 1.5498110      .53006650    
 1.3207460      .57711510    
 1.3570170      .58115800    
 1.3737330      .54009080    
 1.4525480      .49979420    
 1.6356080      .52890650    
 1.8891950      .54713150    
 2.0976240      .51440980    
 2.1478070      .47697220    
 2.1564000      .51784120    
 1.9528660      .57352850    
 1.9385970      .59141580    
 1.7698060      .55623560    
 1.8129290      .46930420    
 1.8650840      .40464530    
 1.9884320      .46360050    
 2.1990420      .54166890    
 2.7733080      .56736420    
 3.5131630      .58921270    
 4.1450680      .50690310    
 5.5787940      .44472940    
 6.8237430      .38632090    
 2.8200000      .00000000    
 7.1334920      .38652630    
 6.5055200      .43034390    
 5.6570950      .43002500    
 4.5524350      .43056550    
 3.0350460      .49373580    
 2.0684160      .60033380    
 2.2191040      .64225570    
 2.7176590      .65020720    
 2.7380570      .61677370    
 2.8507220      .54760530    
 2.9534750      .50538900    
 2.9157280      .57751840    
 2.8679860      .69394280    
 2.8700400      .79938400    
 1.1282160      .78071190    
 .99634170      .67042990    
 .89607880      .55279120    
 .91629460      .48032450    
 1.0437280      .52271120    
 1.2620090      .60674190    
 1.5841300      .68146090    
 1.8926470      .72740890    
 2.1800320      .73565750    
 2.1078810      .70288150    
 2.2313840      .63744470    
 2.0453450      .51497260    
 1.7800000      .00000000    
 1.3928170      .49145110    
 1.3216110      .56368880    
 1.4048540      .56611380    
 1.4604290      .49530270    
 1.3600000      .00000000    
 1.8188910      .48226000    
 2.1152240      .52392350    
 2.3538880      .47813930    
 2.8400000      .00000000    
 2.3610030      .50138740    
 2.2319530      .59071280    
 2.0796230      .61667140    
 1.9864670      .58150400    
 1.9748220      .48458070    
 1.8200000      .00000000    
 2.1686550      .46270200    
 2.4519430      .52709250    
 2.7482120      .52937710    
 3.5512310      .49148840    
 4.0959010      .44574020    
 5.2890930      .43982940    
 6.1503730      .44513620    
 5.5946440      .42911390    
 5.0478410      .44513620    
 4.4195860      .43309100    
 4.6422820      .42036490    
 3.2695340      .45410320    
 2.7061760      .53138880    
 1.8303840      .63656840    
 2.9075460      .66335680    
 2.7990410      .67048190    
 2.7878360      .61993460    
 2.9772040      .51404370    
 3.8100000      .00000000    
 3.0410050      .53062190    
 2.9661270      .67472080    
 2.7975410      .79018980    
 1.2513130      .77902150    
 1.0099240      .68186000    
 .82730660      .58763830    
 .76134850      .52894710    
 .83105490      .53553270    
 1.0175040      .60069660    
 1.2593110      .68132580    
 1.5027460      .74102460    
 1.9251510      .76675550    
 1.8335050      .73561870    
 1.6156600      .66519630    
 1.8393410      .57258210    
 1.5633790      .50206040    
 1.3424270      .53329960    
 1.3265200      .58095560    
 1.4425830      .58792070    
 1.6640080      .54721260    
 1.8327750      .50770040    
 2.0862350      .54057530    
 2.3684250      .56602260    
 2.5535140      .54346560    
 2.6691000      .51933630    
 2.5226260      .57728570    
 3.2706730      .64545090    
 3.9503470      .66915460    
 2.4974490      .63969480    
 2.6771820      .56754150    
 2.8462870      .50555880    
 2.9653560      .51966630    
 3.2332390      .53084560    
 3.4218750      .48774910    
 3.9603130      .40596440    
 2.3300000      .00000000    
 5.5759830      .39061370    
 5.7411940      .44690550    
 5.4625210      .47170630    
 4.6450410      .44759620    
 4.0181220      .39080440    
 3.5900000      .00000000    
 3.4477250      .40142870    
 2.8757610      .51096980    
 2.6506740      .63610330    
 2.8250890      .67486310    
 2.8534320      .69446740    
 2.8264830      .64575030    
 2.9261360      .56826630    
 2.9947100      .51656140    
 2.8741160      .58125790    
 2.7221370      .69160070    
 2.6406210      .79624990    
 1.4177730      .76282680    
 1.0759780      .66997310    
 .79556600      .57357490    
 .62846470      .49546650    
 .61780790      .47235780    
 .77114460      .54834360    
 .97695960      .65669790    
 1.1610650      .73272110    
 1.2966750      .76575080    
 1.2913300      .75253610    
 1.4695220      .69876770    
 1.4404960      .63225480    
 1.5684340      .58357620    
 1.4249880      .58002100    
 1.4969800      .60568570    
 1.6012360      .62536330    
 1.9073750      .62316820    
 2.1509050      .61993180    
 2.4277170      .63217570    
 2.6341010      .64491050    
 2.7531940      .64448620    
 2.8356420      .65023880    
 2.6942120      .68384170    
 3.4294220      .72203030    
 4.4367340      .73745990    
 5.3590540      .71442940    
 7.7554160      .66737720    
 8.1388990      .62395940    
 3.7810540      .59312300    
 4.0936110      .54992990    
 4.2852210      .46023020    
 4.2900000      .00000000    
 6.4100000      .00000000    
 7.7100000      .00000000    
 5.2920000      .44394940    
 5.3943630      .49087960    
 5.1027460      .44390210    
 3.6400000      .00000000    
 5.3100000      .00000000    
 2.2200000      .00000000    
 3.1473390      .47769990    
 2.8435090      .62635680    
 3.0153160      .68914070    
 2.4655040      .70116280    
 2.4250170      .67826780    
 2.4530680      .63468460    
 2.4817760      .61189960    
 2.4951540      .64719110    
 2.4494300      .72377350    
 2.4255410      .81032200    
 1.5345600      .72750710    
 1.1787280      .63403300    
 .90898730      .52321090    
 .56062870      .41832190    
 .31999990      .00000000    
 .64188580      .49514450    
 .74789450      .62184750    
 1.0058750      .71239630    
 1.1744860      .75607260    
 1.3046730      .75646630    
 1.4173940      .71446080    
 1.4262570      .65461590    
 1.4709260      .59680900    
 1.4276510      .57475770    
 1.4943330      .60009250    
 1.7793640      .64170410    
 2.0712540      .67171580    
 2.3846640      .68878930    
 2.6959630      .70092300    
 2.8978270      .71196750    
 3.0799920      .72093460    
 3.0614160      .73967180    
 3.2450870      .76578630    
 4.3729290      .78947940    
 5.7919970      .79789910    
 7.3004450      .77935220    
 8.6544380      .73606620    
 12.212670      .69228230    
 12.059860      .63463840    
 10.837750      .56913390    
 9.1134540      .50377120    
 5.9412350      .39968770    
 3.2100000      .00000000    
 5.5806260      .41011710    
 5.5753070      .49716140    
 5.5705590      .53502380    
 5.4588430      .49324290    
 5.7831530      .40588700    
 9.0800000      .00000000    
 4.4869520      .36560580    
 3.5211750      .48057230    
 3.2726010      .60850430    
 2.6839190      .67600280    
 2.4271600      .70391100    
 2.2338170      .68956520    
 1.9302810      .65886710    
 1.9939440      .64450190    
 2.0850470      .67424110    
 2.2577780      .73891060    
 2.3689910      .81748250    
 1.6562800      .67582850    
 1.3411900      .59286160    
 .98085810      .48210860    
 .34000000      .00000000    
 .58325060      .41267790    
 .65124520      .50570210    
 .72647230      .60067700    
 .84750340      .67761110    
 1.0538130      .73331820    
 1.1575770      .74597040    
 1.2750200      .71130850    
 1.3024810      .64434540    
 1.1873520      .55501340    
 1.3170680      .50004480    
 1.4918730      .55148850    
 1.7730990      .63141690    
 2.1738430      .68665860    
 2.5441690      .71566120    
 2.9107470      .72905720    
 3.1709460      .74064560    
 3.3547880      .75761620    
 3.3138490      .78312180    
 3.7133880      .81159070    
 5.4074010      .83589150    
 7.3404700      .83610190    
 8.8032890      .81844400    
 10.203490      .77056060    
 12.180740      .70148040    
 13.310300      .63267430    
 15.520850      .58889790    
 12.491380      .50737530    
 8.2251660      .45705000    
 8.1369110      .44750190    
 8.0771260      .51631840    
 8.4849000      .56912770    
 5.2426850      .60974240    
 5.3976620      .57707900    
 5.5406770      .50436950    
 4.9645280      .41080510    
 3.5100000      .00000000    
 3.4819110      .49105810    
 2.7010250      .60977460    
 2.5557220      .68313290    
 2.2048330      .70228120    
 1.7506190      .67897340    
 1.5681400      .63445070    
 1.5159920      .61463330    
 1.6074300      .64964620    
 1.9493550      .72293170    
 2.1168010      .80946470    
 1.7921640      .60689280    
 1.4907680      .55877540    
 1.1489220      .50716730    
 .85869030      .46382730    
 .73235650      .48250350    
 .69368530      .52112330    
 .72633030      .56822840    
 .80851070      .63203260    
 .96149560      .69757220    
 1.0346690      .72575300    
 1.0887270      .70502500    
 1.1058600      .63338760    
 1.1437080      .51337240    
 .99000000      .00000000    
 1.4673240      .50348590    
 1.8014940      .61065400    
 2.2331440      .67612310    
 2.6834790      .70661280    
 3.1804720      .71404490    
 3.4134130      .72309510    
 3.1353710      .74997910    
 3.3198510      .78666820    
 4.8123880      .82762400    
 6.5508200      .85072570    
 8.2367290      .84970830    
 9.1815320      .83542280    
 12.039200      .76069740    
 14.903490      .67511400    
 17.618200      .60680810    
 17.717340      .51163110    
 15.136850      .44757870    
 12.403970      .45705000    
 10.907710      .50737530    
 10.147140      .58889790    
 7.5656260      .61390230    
 3.9663600      .64157830    
 4.2296040      .61288880    
 4.0044260      .57160920    
 3.9974020      .50532240    
 3.6374340      .48058430    
 3.2578680      .55385820    
 2.5300230      .63160210    
 2.0484660      .69091980    
 1.7459230      .69489010    
 1.4627020      .65075370    
 1.2288380      .56935240    
 1.1403760      .51569480    
 1.3377990      .57808150    
 1.6720680      .68646820    
 1.7637940      .78908910    
 1.9671280      .50531230    
 1.6733570      .51701490    
 1.3497320      .54067490    
 1.0973610      .54225550    
 .90192040      .53207670    
 .79403870      .50439290    
 .75983820      .49047320    
 .80240710      .56302950    
 .88229540      .65268680    
 .92995040      .70055010    
 .94697090      .69609320    
 .96527580      .64089760    
 .87572340      .54988290    
 1.0760070      .48676600    
 1.4023260      .52629320    
 1.8041420      .59845360    
 2.3180820      .64912800    
 2.8669370      .66422350    
 3.4483540      .65191920    
 3.8088660      .64963190    
 3.9504430      .68540000    
 3.3678740      .74829190    
 4.8494350      .80865910    
 6.5938240      .84103860    
 8.0184120      .84470980    
 10.088660      .80842520    
 12.444090      .72302610    
 16.695520      .62717320    
 22.476770      .51570530    
 24.006760      .41147580    
 11.080000      .00000000    
 15.880420      .40052100    
 12.211840      .50615080    
 9.4944540      .62103080    
 8.2525330      .64495910    
 7.0315180      .63301280    
 3.6244510      .63640950    
 3.1661330      .59970970    
 3.1899990      .56350460    
 3.0619980      .56079520    
 2.9505680      .60666220    
 2.3908170      .64983920    
 1.8777520      .69109100    
 1.5316230      .68852080    
 1.3462450      .62987000    
 1.0797860      .51617720    
 .24000000      .00000000    
 1.2436230      .51697920    
 1.6378780      .65153720    
 1.8377000      .76455090    
 2.3300000      .00000000    
 1.8665240      .49310540    
 1.5730170      .56804470    
 1.3193560      .58891390    
 1.1076550      .56336810    
 .94336990      .48662550    
 .67000010      .00000000    
 .80916740      .50676540    
 .85005610      .61494990    
 .86656270      .67365730    
 .84513040      .68472620    
 .64366980      .64779620    
 .73383870      .58890620    
 .94610260      .53951280    
 1.3057220      .53655480    
 1.7836420      .57525510    
 2.3456730      .61252810    
 2.9958540      .60951530    
 3.6898320      .56228540    
 4.0981310      .52662600    
 4.1517480      .59353080    
 3.0242820      .69535980    
 5.0049380      .77631810    
 5.9909470      .82108760    
 7.0376770      .81547120    
 9.0524990      .76446100    
 11.566900      .67454960    
 15.731450      .54278360    
 22.350390      .41783640    
 58.320000      .00000000    
 17.190000      .00000000    
 22.750000      .00000000    
 13.339760      .47878850    
 8.3548810      .56648740    
 7.7615130      .61716720    
 6.3198620      .60257170    
 5.0958540      .58638160    
 2.4301380      .57203850    
 2.3823480      .55591290    
 2.5288580      .55879070    
 2.5694200      .60206240    
 2.1256950      .64405940    
 1.9870960      .67959820    
 1.6200700      .68043810    
 1.4169810      .63371350    
 1.2597430      .54859360    
 1.2423320      .48672220    
 1.4989280      .53572060    
 1.7921480      .63647800    
 1.9416600      .74191620    
 2.2277650      .52358140    
 2.0017800      .55854980    
 1.7506180      .61133410    
 1.5034250      .62864580    
 1.2753110      .60368250    
 1.0915520      .54241230    
 .94047000      .49230930    
 .86891350      .53128080    
 .83239910      .59616680    
 .81209900      .64376600    
 .78794730      .66017430    
 .52191040      .63799250    
 .59744890      .58715840    
 .77777370      .51878730    
 1.1189790      .47816640    
 1.6621890      .52440390    
 2.3707130      .57643560    
 3.0256630      .57508470    
 3.7211960      .50153990    
 5.1500000      .00000000    
 4.1642120      .53099100    
 2.4593580      .66211600    
 3.1976960      .74647350    
 5.0401300      .79312160    
 6.2734270      .78810100    
 7.9403910      .73520160    
 8.8875310      .63666030    
 10.960700      .48762160    
 2.7600000      .00000000    
 20.871920      .35322920    
 21.080000      .00000000    
 17.069690      .38849310    
 13.043370      .49155220    
 11.037980      .54384730    
 8.3325600      .56973670    
 5.5474940      .54014490    
 3.8258810      .48703320    
 1.7232360      .49822640    
 1.8755090      .49314540    
 1.9675120      .48017540    
 1.8834630      .53294920    
 2.0619270      .60376760    
 2.0321780      .65120760    
 1.9575700      .66502510    
 1.8734050      .63945360    
 1.6198470      .58710430    
 1.7230440      .53902570    
 1.9459790      .54513440    
 2.0999320      .61486700    
 2.1606700      .71561410    
 2.2716970      .64545580    
 2.0906940      .64228770    
 1.8808440      .65592580    
 1.6505110      .65857770    
 1.4454220      .63908340    
 1.2450680      .60060860    
 1.0808400      .56386800    
 .93976000      .55153430    
 .85078780      .56432760    
 .78090680      .59420450    
 .70964730      .61451750    
 .43904720      .60290930    
 .49931170      .56053320    
 .63697720      .47594460    
 .51000000      .00000000    
 1.5268700      .48086630    
 2.1948390      .56265340    
 2.8443630      .58227520    
 3.3974960      .54713080    
 3.7686700      .51416050    
 3.7796860      .57730470    
 1.7687610      .66901870    
 2.8787620      .73571190    
 3.3677430      .77157180    
 4.2669060      .76531270    
 5.3430570      .73128100    
 6.8575220      .62687520    
 7.9211390      .48632010    
 9.6901520      .38944190    
 12.825800      .38814600    
 14.167430      .38896200    
 13.705880      .39685500    
 12.376700      .47325250    
 9.6040790      .50403200    
 7.1176930      .50914670    
 4.3916370      .45402090    
 .18000010      .00000000    
 1.5094470      .44002390    
